Availability;Caption;ClassGuid;CompatibleID;ConfigManagerErrorCode;ConfigManagerUserConfig;CreationClassName;Description;DeviceID;ErrorCleared;ErrorDescription;HardwareID;InstallDate;LastErrorCode;Manufacturer;Name;PNPClass;PNPDeviceID;PowerManagementCapabilities;PowerManagementSupported;Present;Service;Status;StatusInfo;SystemCreationClassName;SystemName
"";"";"";"";0;False;Win32_PnPEntity;"";HTREE\ROOT\0;"";"";"";"";"";"";"";"";HTREE\ROOT\0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Iris(R) Plus Graphics 655;{4d36e968-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_3EA5&REV_01, PCI\VEN_8086&DEV_3EA5, PCI\VEN_8086&CC_030000, PCI\VEN_8086&CC_0300, PCI\VEN_8086, PCI\CC_030000&DT_9, PCI\CC_030000, PCI\CC_0300&DT_9, PCI\CC_0300};0;False;Win32_PnPEntity;Intel(R) Iris(R) Plus Graphics 655;PCI\VEN_8086&DEV_3EA5&SUBSYS_20748086&REV_01\3&11583659&0&10;"";"";{PCI\VEN_8086&DEV_3EA5&SUBSYS_20748086&REV_01, PCI\VEN_8086&DEV_3EA5&SUBSYS_20748086, PCI\VEN_8086&DEV_3EA5&CC_030000, PCI\VEN_8086&DEV_3EA5&CC_0300};"";"";Intel Corporation;Intel(R) Iris(R) Plus Graphics 655;Display;PCI\VEN_8086&DEV_3EA5&SUBSYS_20748086&REV_01\3&11583659&0&10;"";"";True;igfx;OK;"";Win32_ComputerSystem;NUC
"";Microsoft Basic Render Driver;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft Basic Render Driver;ROOT\BASICRENDER\0000;"";"";{ROOT\BasicRender};"";"";Microsoft;Microsoft Basic Render Driver;System;ROOT\BASICRENDER\0000;"";"";True;BasicRender;OK;"";Win32_ComputerSystem;NUC
"";Thunderbolt(TM) Controller - 15D9;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_15D9&REV_02, PCI\VEN_8086&DEV_15D9, PCI\VEN_8086&CC_088000, PCI\VEN_8086&CC_0880, PCI\VEN_8086, PCI\CC_088000&DT_0, PCI\CC_088000, PCI\CC_0880&DT_0, PCI\CC_0880};0;False;Win32_PnPEntity;Thunderbolt(TM) Controller - 15D9;PCI\VEN_8086&DEV_15D9&SUBSYS_20748086&REV_02\24F5D48923B3020000;"";"";{PCI\VEN_8086&DEV_15D9&SUBSYS_20748086&REV_02, PCI\VEN_8086&DEV_15D9&SUBSYS_20748086, PCI\VEN_8086&DEV_15D9&CC_088000, PCI\VEN_8086&DEV_15D9&CC_0880};"";"";Intel(R) Corporation;Thunderbolt(TM) Controller - 15D9;System;PCI\VEN_8086&DEV_15D9&SUBSYS_20748086&REV_02\24F5D48923B3020000;"";"";True;nhi;OK;"";Win32_ComputerSystem;NUC
"";Remotedesktop-Kamerabus;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;UMBusenumerator;UMB\UMB\1&841921D&0&RDCAMERA_BUS;"";"";{UMB\UMBUS};"";"";Microsoft;Remotedesktop-Kamerabus;System;UMB\UMB\1&841921D&0&RDCAMERA_BUS;"";"";True;umbus;OK;"";Win32_ComputerSystem;NUC
"";UMBusenumerator;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;UMBusenumerator;UMB\UMB\1&841921D&0&TSBUS;"";"";{UMB\UMBUS};"";"";Microsoft;UMBusenumerator;System;UMB\UMB\1&841921D&0&TSBUS;"";"";True;umbus;OK;"";Win32_ComputerSystem;NUC
"";Volume;{71a27cdd-812a-11d0-bec7-08002be2092f};"";0;False;Win32_PnPEntity;Volume;STORAGE\VOLUME\{135CA7D5-5B58-11EB-9543-806E6F6E6963}#0000000000100000;"";"";{STORAGE\Volume};"";"";Microsoft;Volume;Volume;STORAGE\VOLUME\{135CA7D5-5B58-11EB-9543-806E6F6E6963}#0000000000100000;"";"";True;volume;OK;"";Win32_ComputerSystem;NUC
"";WAN Miniport (SSTP);{4d36e972-e325-11ce-bfc1-08002be10318};{SWD\Generic};0;False;Win32_PnPEntity;WAN-Miniport (SSTP);SWD\MSRRAS\MS_SSTPMINIPORT;"";"";{ms_sstpminiport};"";"";Microsoft;WAN Miniport (SSTP);Net;SWD\MSRRAS\MS_SSTPMINIPORT;"";"";True;RasSstp;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) PCI Express Root Port #9 - 9DB0;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DB0&REV_F0, PCI\VEN_8086&DEV_9DB0, PCI\VEN_8086&CC_060400, PCI\VEN_8086&CC_0604, PCI\VEN_8086, PCI\CC_060400&DT_4, PCI\CC_060400, PCI\CC_0604&DT_4, PCI\CC_0604};0;False;Win32_PnPEntity;Intel(R) PCI Express Root Port #9 - 9DB0;PCI\VEN_8086&DEV_9DB0&SUBSYS_20748086&REV_F0\3&11583659&0&E8;"";"";{PCI\VEN_8086&DEV_9DB0&SUBSYS_20748086&REV_F0, PCI\VEN_8086&DEV_9DB0&SUBSYS_20748086, PCI\VEN_8086&DEV_9DB0&CC_060400, PCI\VEN_8086&DEV_9DB0&CC_0604};"";"";INTEL;Intel(R) PCI Express Root Port #9 - 9DB0;System;PCI\VEN_8086&DEV_9DB0&SUBSYS_20748086&REV_F0\3&11583659&0&E8;"";"";True;pci;OK;"";Win32_ComputerSystem;NUC
"";Microsoft UEFI-konformes System;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft UEFI-konformes System;ACPI_HAL\UEFI\0;"";"";{ACPI_HAL\UEFI};"";"";Microsoft;Microsoft UEFI-konformes System;System;ACPI_HAL\UEFI\0;"";"";True;UEFI;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) PCI Express Root Port #1 - 9DB8;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DB8&REV_F0, PCI\VEN_8086&DEV_9DB8, PCI\VEN_8086&CC_060400, PCI\VEN_8086&CC_0604, PCI\VEN_8086, PCI\CC_060400&DT_4, PCI\CC_060400, PCI\CC_0604&DT_4, PCI\CC_0604};0;False;Win32_PnPEntity;Intel(R) PCI Express Root Port #1 - 9DB8;PCI\VEN_8086&DEV_9DB8&SUBSYS_20748086&REV_F0\3&11583659&0&E0;"";"";{PCI\VEN_8086&DEV_9DB8&SUBSYS_20748086&REV_F0, PCI\VEN_8086&DEV_9DB8&SUBSYS_20748086, PCI\VEN_8086&DEV_9DB8&CC_060400, PCI\VEN_8086&DEV_9DB8&CC_0604};"";"";INTEL;Intel(R) PCI Express Root Port #1 - 9DB8;System;PCI\VEN_8086&DEV_9DB8&SUBSYS_20748086&REV_F0\3&11583659&0&E0;"";"";True;pci;OK;"";Win32_ComputerSystem;NUC
"";Hauptplatinenressourcen;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hauptplatinenressourcen;ACPI\PNP0C02\SARESV;"";"";{ACPI\VEN_PNP&DEV_0C02, ACPI\PNP0C02, *PNP0C02};"";"";(Standardsystemgeräte);Hauptplatinenressourcen;System;ACPI\PNP0C02\SARESV;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";OneNote for Windows 10 (umgeleitet 2);{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc};{GenPrintQueue, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Lokale Druckwarteschlange;SWD\PRINTENUM\{608AC306-1C52-4944-B359-A48DBC933544};"";"";{PRINTENUM\LocalPrintQueue};"";"";Microsoft;OneNote for Windows 10 (umgeleitet 2);PrintQueue;SWD\PRINTENUM\{608AC306-1C52-4944-B359-A48DBC933544};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";ACPI-Schalter;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Schalter;ACPI\FIXEDBUTTON\2&DABA3FF&0;"";"";{ACPI\FixedButton, *FixedButton};"";"";(Standardsystemgeräte);ACPI-Schalter;System;ACPI\FIXEDBUTTON\2&DABA3FF&0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";ACPI Wake Alarm;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI Wake Alarm;ACPI\ACPI000E\2&DABA3FF&0;"";"";{ACPI\VEN_ACPI&DEV_000E, ACPI\ACPI000E, *ACPI000E};"";"";(Standardsystemgeräte);ACPI Wake Alarm;System;ACPI\ACPI000E\2&DABA3FF&0;"";"";True;acpitime;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Wireless Bluetooth(R);{e0cbf06c-cd8b-4647-bb8a-263b43f0f974};{USB\Class_E0&SubClass_01&Prot_01, USB\Class_E0&SubClass_01, USB\Class_E0};0;False;Win32_PnPEntity;Intel(R) Wireless Bluetooth(R);USB\VID_8087&PID_0AAA\5&2EC8F72A&0&10;"";"";{USB\VID_8087&PID_0AAA&REV_0002, USB\VID_8087&PID_0AAA};"";"";Intel Corporation;Intel(R) Wireless Bluetooth(R);Bluetooth;USB\VID_8087&PID_0AAA\5&2EC8F72A&0&10;"";"";True;BTHUSB;OK;"";Win32_ComputerSystem;NUC
"";Standardmäßiger NVM Express-Controller;{4d36e97b-e325-11ce-bfc1-08002be10318};{PCI\VEN_144D&DEV_A804&REV_00, PCI\VEN_144D&DEV_A804, PCI\VEN_144D&CC_010802, PCI\VEN_144D&CC_0108, PCI\VEN_144D, PCI\CC_010802&DT_0, PCI\CC_010802, PCI\CC_0108&DT_0, PCI\CC_0108};0;False;Win32_PnPEntity;Standardmäßiger NVM Express-Controller;PCI\VEN_144D&DEV_A804&SUBSYS_A801144D&REV_00\4&1587421E&0&00E8;"";"";{PCI\VEN_144D&DEV_A804&SUBSYS_A801144D&REV_00, PCI\VEN_144D&DEV_A804&SUBSYS_A801144D, PCI\VEN_144D&DEV_A804&CC_010802, PCI\VEN_144D&DEV_A804&CC_0108};"";"";Standardmäßiger NVM Express-Controller;Standardmäßiger NVM Express-Controller;SCSIAdapter;PCI\VEN_144D&DEV_A804&SUBSYS_A801144D&REV_00\4&1587421E&0&00E8;"";"";True;stornvme;OK;"";Win32_ComputerSystem;NUC
"";OneNote for Windows 10;{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc};{GenPrintQueue, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Lokale Druckwarteschlange;SWD\PRINTENUM\{144E7F10-157B-4DCD-BAB1-37ACBACA6834};"";"";{PRINTENUM\{133619e4-143b-463a-b809-b1f51d05f973}, PRINTENUM\LocalPrintQueue, {133619e4-143b-463a-b809-b1f51d05f973}};"";"";Microsoft;OneNote for Windows 10;PrintQueue;SWD\PRINTENUM\{144E7F10-157B-4DCD-BAB1-37ACBACA6834};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Standardmäßiger SATA AHCI- Controller;{4d36e96a-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DD3&REV_30, PCI\VEN_8086&DEV_9DD3, PCI\VEN_8086&CC_010601, PCI\VEN_8086&CC_0106, PCI\VEN_8086, PCI\CC_010601, PCI\CC_0106};0;False;Win32_PnPEntity;Standardmäßiger SATA AHCI- Controller;PCI\VEN_8086&DEV_9DD3&SUBSYS_20748086&REV_30\3&11583659&0&B8;"";"";{PCI\VEN_8086&DEV_9DD3&SUBSYS_20748086&REV_30, PCI\VEN_8086&DEV_9DD3&SUBSYS_20748086, PCI\VEN_8086&DEV_9DD3&CC_010601, PCI\VEN_8086&DEV_9DD3&CC_0106};"";"";Standardmäßiger SATA AHCI- Controller;Standardmäßiger SATA AHCI- Controller;HDC;PCI\VEN_8086&DEV_9DD3&SUBSYS_20748086&REV_30\3&11583659&0&B8;"";"";True;storahci;OK;"";Win32_ComputerSystem;NUC
"";Intel(R)-Energiemodul-Plug-In;{4d36e97d-e325-11ce-bfc1-08002be10318};{*PNP0D80};0;False;Win32_PnPEntity;Intel(R)-Energiemodul-Plug-In;ACPI\INT33A1\1;"";"";{ACPI\VEN_INT&DEV_33A1, ACPI\INT33A1, *INT33A1};"";"";Intel Corporation;Intel(R)-Energiemodul-Plug-In;System;ACPI\INT33A1\1;"";"";True;intelpep;OK;"";Win32_ComputerSystem;NUC
"";Realtek(R) Audio;{4d36e96c-e325-11ce-bfc1-08002be10318};{INTELAUDIO\FUNC_01&VEN_10EC&DEV_0235&REV_1000, INTELAUDIO\FUNC_01&VEN_10EC&DEV_0235, INTELAUDIO\FUNC_01&VEN_10EC, INTELAUDIO\FUNC_01};0;False;Win32_PnPEntity;Realtek High Definition Audio;INTELAUDIO\FUNC_01&VEN_10EC&DEV_0235&SUBSYS_80862074&REV_1000\4&37A31CA1&0&0001;"";"";{INTELAUDIO\FUNC_01&VEN_10EC&DEV_0235&SUBSYS_80862074&REV_1000, INTELAUDIO\FUNC_01&VEN_10EC&DEV_0235&SUBSYS_80862074};"";"";Realtek;Realtek(R) Audio;MEDIA;INTELAUDIO\FUNC_01&VEN_10EC&DEV_0235&SUBSYS_80862074&REV_1000\4&37A31CA1&0&0001;"";"";True;IntcAzAudAddService;OK;"";Win32_ComputerSystem;NUC
"";Hauptplatinenressourcen;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hauptplatinenressourcen;ACPI\PNP0C02\IOTRAPS;"";"";{ACPI\VEN_PNP&DEV_0C02, ACPI\PNP0C02, *PNP0C02};"";"";(Standardsystemgeräte);Hauptplatinenressourcen;System;ACPI\PNP0C02\IOTRAPS;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Microsoft GS Wavetable Synthesizer;{62f9c741-b25a-46ce-b54c-9bccce08b6f2};{SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Generisches Softwaregerät;SWD\MMDEVAPI\MICROSOFTGSWAVETABLESYNTH;"";"";"";"";"";Microsoft;Microsoft GS Wavetable Synthesizer;SoftwareDevice;SWD\MMDEVAPI\MICROSOFTGSWAVETABLESYNTH;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Detection Verification;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Detection Verification;{DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DETECTIONVERIFICATION\5&2848CBC0&0&0;"";"";{{DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification};"";"";Intel(R) Corporation;Detection Verification;System;{DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DETECTIONVERIFICATION\5&2848CBC0&0&0;"";"";True;WUDFRd;OK;"";Win32_ComputerSystem;NUC
"";HID-konformer Systemcontroller;{745a17a0-74d3-11d0-b6fe-00a0c90f57da};"";0;False;Win32_PnPEntity;HID-konformer Systemcontroller;HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL04\3&258C3FBC&0&0003;"";"";{HID\VID_FFFF&PID_BACE&REV_0002&MI_00&Col04, HID\VID_FFFF&PID_BACE&MI_00&Col04, HID\VID_FFFF&UP:0001_U:0080, HID_DEVICE_SYSTEM_CONTROL, HID_DEVICE_UP:0001_U:0080, HID_DEVICE};"";"";(Standardsystemgeräte);HID-konformer Systemcontroller;HIDClass;HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL04\3&258C3FBC&0&0003;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Bluetooth;{62f9c741-b25a-46ce-b54c-9bccce08b6f2};{SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Generisches Softwaregerät;SWD\RADIO\BLUETOOTH_548D5A665944;"";"";"";"";"";Microsoft;Bluetooth;SoftwareDevice;SWD\RADIO\BLUETOOTH_548D5A665944;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Wireless-AC 9560 160MHz;{4d36e972-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DF0&REV_30, PCI\VEN_8086&DEV_9DF0, PCI\VEN_8086&CC_028000, PCI\VEN_8086&CC_0280, PCI\VEN_8086, PCI\CC_028000&DT_9, PCI\CC_028000, PCI\CC_0280&DT_9, PCI\CC_0280};0;False;Win32_PnPEntity;Intel(R) Wireless-AC 9560 160MHz;PCI\VEN_8086&DEV_9DF0&SUBSYS_00348086&REV_30\3&11583659&0&A3;"";"";{PCI\VEN_8086&DEV_9DF0&SUBSYS_00348086&REV_30, PCI\VEN_8086&DEV_9DF0&SUBSYS_00348086, PCI\VEN_8086&DEV_9DF0&CC_028000, PCI\VEN_8086&DEV_9DF0&CC_0280};"";"";Intel Corporation;Intel(R) Wireless-AC 9560 160MHz;Net;PCI\VEN_8086&DEV_9DF0&SUBSYS_00348086&REV_30\3&11583659&0&A3;"";"";True;Netwtw08;OK;"";Win32_ComputerSystem;NUC
"";Smart Card Device Enumeration Bus;{62f9c741-b25a-46ce-b54c-9bccce08b6f2};{SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Generisches Softwaregerät;SWD\SCDEVICEENUMBUS\0;"";"";"";"";"";Microsoft;Smart Card Device Enumeration Bus;SoftwareDevice;SWD\SCDEVICEENUMBUS\0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Microsoft Passport Container Enumeration Bus;{62f9c741-b25a-46ce-b54c-9bccce08b6f2};{SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Generisches Softwaregerät;SWD\SCDEVICEENUMBUS\1;"";"";"";"";"";Microsoft;Microsoft Passport Container Enumeration Bus;SoftwareDevice;SWD\SCDEVICEENUMBUS\1;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Remote Desktop USB Hub;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Remote Desktop USB Hub;TS_USB_HUB_ENUMERATOR\UMB\2&30D3618&0&TS_USB_HUB;"";"";{UMB\TS_URB_HUB};"";"";(Standard system devices);Remote Desktop USB Hub;System;TS_USB_HUB_ENUMERATOR\UMB\2&30D3618&0&TS_USB_HUB;"";"";True;tsusbhub;OK;"";Win32_ComputerSystem;NUC
"";USB-Verbundgerät;{36fc9e60-c465-11cf-8056-444553540000};{USB\DevClass_00&SubClass_00&Prot_00, USB\DevClass_00&SubClass_00, USB\DevClass_00, USB\COMPOSITE};0;False;Win32_PnPEntity;USB-Verbundgerät;USB\VID_FFFF&PID_BACE&REV_0002\1;"";"";{USB\VID_FFFF&PID_BACE&REV_0002, USB\VID_FFFF&PID_BACE};"";"";(Standard-USB-Hostcontroller);USB-Verbundgerät;USB;USB\VID_FFFF&PID_BACE&REV_0002\1;"";"";True;usbccgp;OK;"";Win32_ComputerSystem;NUC
"";PDF24 (umgeleitet 2);{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc};{GenPrintQueue, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Lokale Druckwarteschlange;SWD\PRINTENUM\{AE3E5F1E-B7E9-483F-ABCE-1B116BF0821B};"";"";{PRINTENUM\LocalPrintQueue};"";"";Microsoft;PDF24 (umgeleitet 2);PrintQueue;SWD\PRINTENUM\{AE3E5F1E-B7E9-483F-ABCE-1B116BF0821B};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Volume;{71a27cdd-812a-11d0-bec7-08002be2092f};"";0;False;Win32_PnPEntity;Volume;STORAGE\VOLUME\{135CA7D5-5B58-11EB-9543-806E6F6E6963}#0000000007500000;"";"";{STORAGE\Volume};"";"";Microsoft;Volume;Volume;STORAGE\VOLUME\{135CA7D5-5B58-11EB-9543-806E6F6E6963}#0000000007500000;"";"";True;volume;OK;"";Win32_ComputerSystem;NUC
"";Enumerator für virtuelle NDIS-Netzwerkadapter;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Enumerator für virtuelle NDIS-Netzwerkadapter;ROOT\NDISVIRTUALBUS\0000;"";"";{ROOT\NdisVirtualBus};"";"";Microsoft;Enumerator für virtuelle NDIS-Netzwerkadapter;System;ROOT\NDISVIRTUALBUS\0000;"";"";True;NdisVirtualBus;OK;"";Win32_ComputerSystem;NUC
